N_terms = 1, N_terms = 2, N_terms = 10, N_terms = 100
0.647071, 0.690116, 0.613251, 0.567905
0.739669, 1.09233, 0.865939, 0.617964
0.487234, 1.07355, 0.713314, 0.604797
0.932937, 1.06585, 0.651769, 0.595819
0.995631, 0.906032, 0.52594, 0.580262
0.116816, 0.939677, 0.694136, 0.570057
0.0693802, 0.646114, 0.614415, 0.527633
0.163837, 0.601629, 0.56412, 0.523703
0.76418, 1.07853, 0.760268, 0.516235
0.195265, 0.368786, 0.531687, 0.574509
0.901091, 0.970012, 0.557893, 0.601165
0.58539, 0.984522, 0.644475, 0.522722
0.552231, 0.500446, 0.756909, 0.57825
0.62821, 1.02351, 0.736021, 0.619215
0.715544, 1.21933, 0.838073, 0.616076
0.254978, 0.658644, 0.529602, 0.548994
0.10044, 0.872036, 0.686225, 0.607913
0.380718, 0.625571, 0.77656, 0.609907
0.0935064, 0.573489, 0.740426, 0.540629
0.0741904, 0.496093, 0.508337, 0.556767
0.473499, 0.7108, 0.604689, 0.559435
0.0874147, 0.783198, 0.57023, 0.52966
0.269006, 0.827918, 0.634428, 0.578208
0.297781, 0.713887, 0.715238, 0.525967
0.884304, 0.944309, 0.531891, 0.56778
0.841728, 1.31818, 0.672563, 0.607882
0.702469, 0.767855, 0.534184, 0.606546
0.502694, 0.839603, 0.516058, 0.569632
0.611202, 0.501086, 0.767578, 0.572874
0.648156, 0.837322, 0.662336, 0.571873
0.718459, 0.684734, 0.726503, 0.612871
0.728041, 1.19869, 0.811942, 0.566009
0.128181, 0.570763, 0.627743, 0.562596
0.285896, 0.558622, 0.553499, 0.591462
0.133729, 0.417006, 0.569135, 0.546258
0.789306, 1.02134, 0.713134, 0.549882
0.428039, 0.651433, 0.715242, 0.508472
0.920169, 1.06274, 0.857537, 0.595654
0.917879, 0.777834, 0.606528, 0.558629
0.404165, 0.701973, 0.601571, 0.549656
0.764057, 0.881913, 0.587167, 0.629125
0.989983, 1.21288, 0.785369, 0.624471
0.36731, 0.760835, 0.571779, 0.59059
0.0731775, 0.393123, 0.490481, 0.528633
0.516194, 0.703015, 0.712348, 0.614164
0.949777, 1.05408, 0.900227, 0.571051
0.273785, 0.826524, 0.691935, 0.523163
0.935016, 0.553054, 0.694762, 0.567962
0.609159, 0.978913, 0.792422, 0.593581
0.818141, 0.946145, 0.938542, 0.602705
0.278042, 0.717115, 0.705722, 0.536032
0.83052, 0.789624, 0.717735, 0.567218
0.534003, 1.10188, 0.754291, 0.569522
0.37902, 0.429202, 0.628238, 0.566297
0.569496, 0.741996, 0.669972, 0.565834
0.298921, 0.521146, 0.628446, 0.557942
0.370485, 0.706391, 0.606301, 0.574905
0.697713, 0.591668, 0.723558, 0.606417
0.783917, 0.952352, 0.570897, 0.522035
0.398258, 0.698582, 0.511832, 0.532431
0.748993, 0.727751, 0.621667, 0.519588
0.48251, 0.777003, 0.809961, 0.535099
0.227443, 0.47852, 0.682063, 0.604763
0.264015, 0.365431, 0.50633, 0.540481
0.0590873, 0.592381, 0.697708, 0.594062
0.0887033, 0.895754, 0.726062, 0.581987
0.188761, 0.450893, 0.701141, 0.569476
0.838055, 0.856451, 0.856299, 0.591682
0.693978, 1.14915, 0.706087, 0.604066
0.68936, 0.517252, 0.613056, 0.564051
0.269636, 1.04306, 0.546542, 0.532507
0.82521, 0.810559, 0.478332, 0.510543
0.159651, 0.511047, 0.555889, 0.549452
0.609915, 0.712061, 0.49373, 0.476295
0.450986, 0.459025, 0.562959, 0.583146
0.747601, 1.17492, 0.821237, 0.561476
0.573706, 1.13271, 0.737031, 0.606434
0.0432579, 0.259828, 0.757735, 0.558773
0.507818, 0.594279, 0.647078, 0.560217
0.015636, 0.456928, 0.46142, 0.555314
0.687983, 0.701047, 0.885829, 0.614493
0.549248, 0.582495, 0.689213, 0.582356
0.787905, 1.10952, 0.702606, 0.581005
0.737345, 1.01011, 0.562322, 0.578155
0.0029246, 0.652275, 0.647861, 0.555077
0.83695, 0.911699, 0.515584, 0.564618
0.0788609, 0.506114, 0.524091, 0.579159
0.0304663, 0.663434, 0.504472, 0.566071
0.868653, 0.88077, 0.726339, 0.57758
0.487588, 0.850083, 0.827974, 0.599135
0.0153295, 0.742005, 0.914241, 0.635975
0.839715, 0.98639, 0.499205, 0.529677
0.412617, 0.892491, 0.758769, 0.604271
0.378104, 0.784908, 0.566679, 0.534328
0.337414, 0.996938, 0.79764, 0.570565
0.618652, 0.562447, 0.693729, 0.604146
0.577138, 0.84134, 0.812654, 0.606855
0.705166, 1.00093, 0.568544, 0.562275
0.324895, 0.425872, 0.508716, 0.582208
0.104169, 0.880906, 0.689508, 0.581448
0.029476, 0.521832, 0.625307, 0.566597
0.501727, 0.807476, 0.723219, 0.551013
0.326829, 0.431844, 0.522749, 0.509966
0.153137, 0.582602, 0.583134, 0.560257
0.915426, 0.569179, 0.516872, 0.552594
0.416227, 0.327896, 0.515115, 0.515569
0.816816, 0.964668, 0.750652, 0.567017
0.0552817, 0.462271, 0.424205, 0.547857
0.714582, 0.821444, 0.603325, 0.550345
0.0400078, 0.131483, 0.567203, 0.520135
0.570838, 0.693938, 0.831844, 0.550552
0.682721, 0.664548, 0.615251, 0.5698
0.327147, 0.652057, 0.542329, 0.558528
0.1923, 0.247814, 0.628491, 0.585561
0.0334836, 0.714893, 0.800805, 0.562098
0.552354, 0.658689, 0.673473, 0.624127
0.140583, 0.599112, 0.714521, 0.535514
0.99368, 0.968773, 0.53265, 0.568891
0.762479, 0.589724, 0.653927, 0.571512
0.598801, 1.25812, 0.873682, 0.58434
0.507902, 0.955975, 0.722045, 0.550019
0.186314, 0.187243, 0.521329, 0.463539
0.979562, 0.886889, 0.751299, 0.563152
0.887913, 1.00569, 0.709179, 0.530469
0.792553, 0.691567, 0.561459, 0.540172
0.619665, 0.864543, 0.68963, 0.505492
0.0732053, 0.604279, 0.71632, 0.59194
0.317829, 0.686511, 0.676849, 0.551639
0.0285823, 0.324851, 0.576642, 0.541762
0.959249, 1.37828, 0.837228, 0.64046
0.666982, 0.611795, 0.573138, 0.545714
0.698754, 0.992738, 0.620999, 0.502267
0.096051, 0.263667, 0.636817, 0.565295
0.0579989, 0.842774, 0.557889, 0.584257
0.264157, 0.453775, 0.632301, 0.528583
0.585353, 1.05371, 0.885684, 0.562922
0.0640747, 0.350909, 0.523662, 0.59057
0.837991, 1.17667, 0.58059, 0.56098
0.088452, 0.95602, 0.708499, 0.596749
0.437026, 0.690688, 0.727714, 0.576136
0.606772, 0.549505, 0.498769, 0.550595
0.46673, 0.924798, 0.592101, 0.555298
0.552996, 0.795969, 0.756625, 0.586561
0.650144, 1.0563, 0.75422, 0.556948
0.906848, 1.09079, 0.697977, 0.559773
0.797461, 0.628592, 0.575335, 0.562797
0.700845, 1.24334, 0.634646, 0.566463
0.760191, 0.898351, 0.863562, 0.582165
0.639535, 0.648258, 0.642806, 0.536432
0.916665, 0.93346, 0.63879, 0.569771
0.273736, 0.653609, 0.650911, 0.566141
0.636943, 0.838674, 0.602295, 0.525579
0.0445472, 0.960785, 0.942014, 0.570887
0.862113, 0.970512, 0.585423, 0.556903
0.990059, 1.00474, 0.601885, 0.53285
0.247511, 0.496864, 0.5916, 0.537557
0.970211, 0.986638, 0.489944, 0.557575
0.51858, 0.750189, 0.566716, 0.583259
0.763458, 1.08133, 0.642089, 0.57575
0.963964, 0.903162, 0.833484, 0.625106
0.492804, 0.434374, 0.5548, 0.545487
0.961281, 1.04835, 0.628755, 0.593099
0.491678, 0.61732, 0.704824, 0.6226
0.337034, 0.744288, 0.661838, 0.586072
0.312563, 0.590054, 0.632172, 0.59339
0.413681, 0.790953, 0.718047, 0.550784
0.6188, 0.863397, 0.679536, 0.521621
0.606362, 0.552092, 0.659112, 0.551539
0.799112, 0.585878, 0.55033, 0.52553
0.049851, 0.78756, 0.658437, 0.583299
0.757002, 0.715961, 0.584271, 0.496296
0.300904, 0.380682, 0.691478, 0.561329
0.152815, 0.866131, 0.628148, 0.585975
0.353812, 0.409429, 0.41687, 0.547313
0.486587, 0.567793, 0.600269, 0.587796
0.399454, 0.89857, 0.720615, 0.55633
0.670697, 0.476501, 0.568562, 0.543932
0.120168, 0.335144, 0.671508, 0.512633
0.181727, 0.765378, 0.576472, 0.543234
0.438118, 0.645303, 0.497931, 0.57999
0.21814, 0.69701, 0.72552, 0.572796
0.631132, 1.22187, 0.804623, 0.547303
0.88695, 1.10143, 0.896512, 0.586701
0.405551, 0.635965, 0.527729, 0.541705
0.528935, 0.862207, 0.806356, 0.608777
0.48305, 0.827469, 0.635093, 0.555289
0.35483, 0.764848, 0.526927, 0.541705
0.462717, 0.632768, 0.562315, 0.543223
0.361108, 0.760859, 0.700944, 0.573603
0.0876512, 0.978038, 0.648773, 0.555923
0.213776, 0.511879, 0.64616, 0.550062
0.635857, 1.00324, 0.748927, 0.631813
0.454986, 0.717626, 0.590932, 0.604309
0.385234, 0.414666, 0.393638, 0.528273
0.63791, 0.924361, 0.667921, 0.524251
0.301677, 0.333992, 0.642017, 0.551571
0.960499, 1.15832, 0.654725, 0.532657
0.843249, 0.576159, 0.691591, 0.553043
0.0163036, 0.662898, 0.714136, 0.572679
0.123936, 0.724021, 0.603214, 0.517338
0.965903, 1.11604, 0.804974, 0.569719
0.657515, 1.19278, 0.838186, 0.561937
0.0504801, 0.298278, 0.721922, 0.574183
0.19065, 0.720371, 0.685402, 0.599473
0.0697345, 0.606125, 0.574172, 0.576791
0.226478, 0.637335, 0.670104, 0.538927
0.937174, 1.07397, 0.661335, 0.5774
0.489868, 0.631923, 0.508846, 0.547019
0.847603, 0.5827, 0.590265, 0.562739
0.652326, 0.559171, 0.679852, 0.571118
0.214467, 0.791327, 0.737406, 0.599534
0.0669899, 0.336164, 0.730137, 0.551175
0.487566, 0.677872, 0.688182, 0.577354
0.175683, 0.215859, 0.546349, 0.587743
0.26623, 0.658603, 0.707821, 0.588591
0.714257, 1.22293, 0.844723, 0.54968
0.87069, 0.647052, 0.705748, 0.509171
0.231424, 0.7146, 0.674509, 0.515152
0.101368, 0.66172, 0.689191, 0.513666
0.808343, 1.0642, 0.588619, 0.559616
0.681483, 0.821052, 0.575165, 0.549756
0.0986413, 0.726863, 0.738775, 0.55162
0.965825, 0.821573, 0.588149, 0.553516
0.858849, 0.997711, 0.674168, 0.594963
0.627221, 0.95917, 0.696217, 0.571727
0.00381953, 0.587321, 0.49432, 0.498778
0.628271, 0.637389, 0.582243, 0.547894
0.85142, 1.02396, 0.839852, 0.574135
0.0626944, 0.65956, 0.657362, 0.608196
0.83716, 1.02131, 0.641176, 0.553918
0.232413, 0.88218, 0.609146, 0.586225
0.925598, 1.17262, 0.768466, 0.569831
0.951125, 1.00654, 0.639326, 0.581932
0.391048, 0.849833, 0.734165, 0.589094
0.764191, 1.0338, 0.785983, 0.630773
0.149371, 0.448869, 0.656663, 0.601435
0.492373, 0.402583, 0.616744, 0.605024
0.978751, 1.23071, 0.754776, 0.605714
0.180655, 0.578711, 0.674187, 0.566912
0.938588, 1.14756, 0.649039, 0.601257
0.422099, 0.669502, 0.481404, 0.497334
0.411309, 0.938357, 0.677114, 0.536261
0.735875, 0.815532, 0.69546, 0.591078
0.287537, 0.870931, 0.700482, 0.487258
0.0922333, 0.523435, 0.501073, 0.554285
0.290712, 0.5402, 0.642105, 0.554213
0.0702734, 0.478555, 0.572982, 0.561157
0.663297, 0.522444, 0.542252, 0.58316
0.302396, 0.587096, 0.546585, 0.592882
0.325971, 0.568026, 0.522996, 0.557519
0.162492, 0.378686, 0.566347, 0.567072
0.876168, 1.01619, 0.612975, 0.583544
0.438349, 0.745979, 0.65336, 0.587181
0.522648, 0.428214, 0.538065, 0.555882
0.642359, 0.469096, 0.552089, 0.558056
0.145281, 0.450762, 0.60987, 0.577714
0.91805, 1.06961, 0.509013, 0.660088
0.4814, 0.663562, 0.607748, 0.625377
0.501358, 0.947575, 0.602549, 0.573259
0.0750135, 0.48332, 0.624645, 0.537639
0.0354965, 0.781537, 0.793851, 0.603459
0.231674, 0.635031, 0.624077, 0.540546
0.590837, 0.636261, 0.678817, 0.573966
0.455415, 0.709886, 0.580823, 0.517565
0.970676, 1.09017, 0.754441, 0.590455
0.805989, 0.895712, 0.708598, 0.561468
0.052048, 0.376391, 0.588305, 0.577645
0.278562, 0.540462, 0.585074, 0.546178
0.60016, 1.19572, 0.710823, 0.567209
0.630224, 0.689462, 0.48548, 0.565536
0.966259, 0.75075, 0.489929, 0.55942
0.671419, 0.552064, 0.566401, 0.566326
0.553106, 0.714635, 0.525281, 0.580643
0.48677, 1.12799, 0.741286, 0.557575
0.94403, 0.825422, 0.850983, 0.587396
0.60197, 0.731718, 0.797819, 0.586805
0.12369, 0.75234, 0.674868, 0.57809
0.739628, 1.23433, 0.730343, 0.581185
0.393099, 0.776272, 0.676468, 0.530749
0.205469, 0.678532, 0.691208, 0.539856
0.741721, 0.687849, 0.542218, 0.545989
0.351885, 1.03626, 0.710393, 0.574742
0.0231488, 0.74127, 0.616382, 0.568834
0.856615, 0.935078, 0.615022, 0.555713
0.942978, 0.580713, 0.580994, 0.56968
0.353285, 0.646151, 0.549623, 0.540512
0.378192, 0.289718, 0.49729, 0.565015
0.105279, 0.551182, 0.516135, 0.540396
0.550446, 0.783389, 0.725738, 0.586203
0.424702, 0.965445, 0.572492, 0.520147
0.355048, 0.81177, 0.575163, 0.518849
0.190479, 0.557365, 0.612638, 0.568256
0.11436, 0.54272, 0.74377, 0.555491
0.471488, 0.543183, 0.744089, 0.646964
0.69695, 0.960019, 0.636309, 0.567094
0.911103, 1.22204, 0.667298, 0.539584
0.756009, 0.44542, 0.502488, 0.57248
0.992267, 1.2332, 0.614221, 0.579558
0.178832, 0.588738, 0.617136, 0.579082
0.492447, 0.689564, 0.726735, 0.573483
0.267319, 0.237762, 0.622879, 0.590068
0.965652, 1.21818, 0.832717, 0.534342
0.865487, 1.27055, 0.722193, 0.58108
0.0437031, 0.420408, 0.616371, 0.584622
0.641131, 1.20302, 0.774117, 0.508729
0.34527, 0.579627, 0.433488, 0.540709
0.57203, 0.775419, 0.609453, 0.491654
0.020887, 0.777282, 0.68465, 0.531438
0.807931, 0.676341, 0.539865, 0.497703
0.262903, 0.81857, 0.590246, 0.582786
0.0407244, 0.489234, 0.714197, 0.584641
0.528391, 0.790816, 0.782879, 0.584592
0.0519748, 0.320903, 0.650292, 0.591247
0.098643, 0.794998, 0.641934, 0.539839
0.82813, 1.26045, 0.595354, 0.565725
0.515742, 0.68635, 0.611863, 0.574427
0.847833, 0.777096, 0.661493, 0.564449
0.812673, 1.2265, 0.838362, 0.513784
0.337103, 0.491168, 0.424047, 0.494558
0.127843, 0.422025, 0.548036, 0.590942
0.328234, 0.665132, 0.602859, 0.51094
0.691357, 0.734501, 0.680387, 0.569891
0.600705, 0.846343, 0.771943, 0.597824
0.289672, 0.962458, 0.736248, 0.610203
0.552884, 0.497377, 0.471034, 0.510425
0.0051823, 0.564842, 0.635457, 0.515585
0.507437, 0.920287, 0.691228, 0.55438
0.661452, 1.14811, 0.782327, 0.547593
0.638914, 0.808163, 0.684634, 0.57002
0.290942, 0.949183, 0.556436, 0.594533
0.233389, 0.76805, 0.768557, 0.545667
0.467619, 0.596448, 0.745956, 0.596119
0.736516, 0.593989, 0.625943, 0.558858
0.0573492, 0.0726857, 0.474206, 0.508275
0.206984, 0.339845, 0.457761, 0.520991
0.431573, 0.537272, 0.695552, 0.561925
0.0439041, 0.474931, 0.674083, 0.571131
0.892717, 1.02676, 0.574376, 0.547152
0.372671, 1.02569, 0.791621, 0.565096
0.655499, 1.21333, 0.685496, 0.558799
0.466153, 0.728462, 0.608812, 0.605853
0.164916, 0.254958, 0.704173, 0.544942
0.64377, 0.965672, 0.798497, 0.515813
0.257079, 0.512271, 0.718194, 0.538074
0.201106, 0.539885, 0.656175, 0.530987
0.90565, 0.943932, 0.732671, 0.538403
0.950741, 1.26572, 0.627491, 0.562784
0.867546, 0.803264, 0.596631, 0.563732
0.206926, 0.380289, 0.518093, 0.580553
0.940248, 0.715657, 0.548455, 0.571982
0.314686, 0.801859, 0.654186, 0.538495
0.632249, 0.668552, 0.716945, 0.558509
0.0509436, 0.424653, 0.429968, 0.552812
0.956239, 0.783444, 0.812708, 0.599638
0.928333, 0.935846, 0.601588, 0.533492
0.52817, 0.906734, 0.726573, 0.543439
0.595285, 0.811787, 0.616015, 0.609198
0.813481, 0.932868, 0.678836, 0.567496
0.735868, 0.505287, 0.587012, 0.526137
0.984052, 0.571838, 0.534904, 0.528819
0.0347313, 0.916861, 0.645014, 0.56229
0.0187539, 0.564939, 0.674993, 0.592691
0.802761, 0.711551, 0.680242, 0.59999
0.788004, 1.05377, 0.635468, 0.501469
0.315938, 0.639803, 0.653254, 0.588472
0.670402, 0.926087, 0.753227, 0.562127
0.597358, 0.593559, 0.632037, 0.579431
0.893504, 0.626619, 0.628424, 0.533884
0.440452, 0.632796, 0.711422, 0.620194
0.294619, 0.677571, 0.715083, 0.549019
0.814061, 1.24574, 0.670987, 0.60609
0.255167, 0.238605, 0.738546, 0.572485
0.748945, 0.912244, 0.523325, 0.593644
0.533628, 0.80252, 0.802134, 0.601342
0.60601, 0.68018, 0.452911, 0.578581
0.476835, 1.01025, 0.747761, 0.571351
0.319135, 0.579996, 0.702477, 0.591501
0.515692, 0.985611, 0.611419, 0.563097
0.0224031, 0.628055, 0.627636, 0.568823
0.541572, 0.786258, 0.515339, 0.546024
0.0596249, 0.461427, 0.56428, 0.525135
0.564378, 1.0489, 0.877694, 0.602256
0.427122, 0.771458, 0.626455, 0.55644
0.889768, 0.664456, 0.577636, 0.540314
0.0771038, 0.540506, 0.473955, 0.545539
0.535627, 1.1049, 0.820877, 0.566211
0.982659, 1.05654, 0.698295, 0.554409
0.760456, 1.13658, 0.709195, 0.463319
0.222308, 0.711528, 0.621257, 0.533509
0.0703239, 0.658986, 0.649282, 0.561588
0.594217, 0.791406, 0.578157, 0.544033
0.12334, 0.426833, 0.616513, 0.519584
0.324006, 0.791423, 0.460807, 0.554591
0.200478, 0.118557, 0.545206, 0.517482
0.607257, 0.621835, 0.667583, 0.584463
0.285126, 0.333865, 0.624911, 0.592609
0.0998145, 0.553939, 0.610492, 0.53726
0.550696, 0.754361, 0.643996, 0.574112
0.0279234, 0.414021, 0.56936, 0.554452
0.902196, 1.06956, 0.529836, 0.550696
0.843615, 1.00653, 0.67967, 0.579372
0.554144, 1.11463, 0.902692, 0.558914
0.986178, 1.28286, 0.63863, 0.543778
0.690251, 0.866759, 0.610603, 0.558918
0.143919, 0.372091, 0.683891, 0.560384
0.0930529, 0.76714, 0.588301, 0.633228
0.888857, 0.976659, 0.596845, 0.535103
0.576446, 0.790804, 0.562675, 0.575991
0.654028, 0.541151, 0.664672, 0.628906
0.436206, 0.886317, 0.494239, 0.56072
0.423193, 1.07266, 0.676028, 0.599055
0.845845, 0.953142, 0.982011, 0.619098
0.537887, 0.796354, 0.682825, 0.56736
0.656798, 1.00824, 0.708884, 0.616813
0.885908, 1.2238, 0.90676, 0.53534
0.415695, 0.576368, 0.441166, 0.561661
0.0359746, 0.692143, 0.694267, 0.589601
0.469174, 0.937168, 0.751701, 0.551885
0.750161, 0.814731, 0.787752, 0.569092
0.62043, 0.908878, 0.613249, 0.6122
0.670572, 0.799874, 0.590785, 0.562006
0.936748, 0.543395, 0.396277, 0.532519
0.870315, 0.887323, 0.647291, 0.596769
0.668958, 0.815035, 0.629828, 0.599575
0.132576, 0.445636, 0.628394, 0.613665
0.309105, 0.57931, 0.598697, 0.539124
0.0964644, 0.652063, 0.662141, 0.561246
0.573696, 0.876823, 0.677607, 0.578837
0.712376, 1.30775, 0.646613, 0.563589
0.595749, 0.741479, 0.824072, 0.526966
0.567395, 1.14756, 0.688162, 0.586833
0.146747, 0.610507, 0.743284, 0.579992
0.26099, 0.677492, 0.767968, 0.560524
0.848, 0.901739, 0.840242, 0.57487
0.718364, 0.99538, 0.595373, 0.556347
0.380273, 0.424001, 0.775291, 0.601184
0.756775, 1.0847, 0.663483, 0.588638
0.688551, 0.645933, 0.749543, 0.533024
0.631782, 0.838616, 0.620062, 0.54273
0.9117, 1.38626, 0.536121, 0.55995
0.426003, 0.754703, 0.472803, 0.536498
0.808355, 1.21898, 0.827448, 0.611859
0.233319, 0.581603, 0.645438, 0.604813
0.525108, 0.840066, 0.732093, 0.597659
0.496938, 0.790463, 0.613412, 0.520093
0.069849, 0.44984, 0.598259, 0.498434
0.858506, 0.862125, 0.613248, 0.562353
0.931688, 1.12664, 0.713544, 0.589184
0.687715, 1.00067, 0.829276, 0.617773
0.859689, 1.28703, 0.817145, 0.548112
0.657027, 0.700021, 0.630483, 0.570334
0.0472279, 0.889081, 0.793787, 0.573002
0.72536, 0.747275, 0.783005, 0.546714
0.487587, 0.828918, 0.555782, 0.557498
0.341239, 0.655469, 0.562087, 0.581619
0.254421, 0.938445, 0.718197, 0.566819
0.0101012, 0.533192, 0.74562, 0.489539
0.0138211, 0.594086, 0.663675, 0.551784
0.00619131, 0.791004, 0.752451, 0.614279
0.782503, 0.779353, 0.675614, 0.565661
0.0752483, 0.650584, 0.483271, 0.565142
0.908364, 0.704059, 0.653792, 0.585382
0.64051, 0.72344, 0.57097, 0.613395
0.405163, 0.551588, 0.554964, 0.557923
0.00432322, 0.561061, 0.470465, 0.580189
0.620121, 0.89768, 0.741256, 0.590366
0.907751, 1.05084, 0.671298, 0.583898
0.667386, 0.722524, 0.654557, 0.519819
0.365808, 0.671612, 0.604751, 0.604521
0.404933, 0.666158, 0.545997, 0.571784
0.608678, 0.6868, 0.647022, 0.582222
0.28921, 0.906097, 0.715745, 0.549152
0.580279, 0.833772, 0.579289, 0.523586
0.783924, 0.888125, 0.700162, 0.563112
0.645534, 0.88626, 0.680639, 0.5504
0.214378, 0.653276, 0.514148, 0.529284
0.669387, 0.649622, 0.648858, 0.539308
0.656536, 0.800886, 0.62094, 0.567317
0.414944, 0.526709, 0.656223, 0.5611
0.898422, 1.09443, 0.660177, 0.537284
0.931988, 0.578206, 0.753721, 0.554645
0.470734, 0.909582, 0.608624, 0.559331
0.378051, 1.05331, 0.742531, 0.559136
0.256346, 0.475, 0.567409, 0.494713
0.786839, 0.851933, 0.537199, 0.549687
0.770981, 0.499672, 0.594325, 0.531898
0.522646, 0.710843, 0.572022, 0.55182
0.5761, 0.644132, 0.595917, 0.583361
0.50703, 0.427304, 0.590142, 0.543853
0.93581, 1.06585, 0.724745, 0.538347
0.876351, 1.08792, 0.627167, 0.543428
0.480628, 0.584431, 0.693056, 0.614237
0.198284, 0.591273, 0.702839, 0.580944
0.733091, 0.535547, 0.562743, 0.589764
0.89259, 1.1751, 0.899247, 0.608672
0.487157, 0.935367, 0.683612, 0.558456
0.647332, 1.04775, 0.916819, 0.54485
0.433173, 0.777108, 0.578817, 0.549429
0.0586326, 0.688935, 0.772604, 0.585936
0.135168, 0.909725, 0.723449, 0.540542
0.749847, 0.832799, 0.70082, 0.543222
0.317372, 0.718653, 0.783671, 0.580468
0.520154, 0.704183, 0.79106, 0.596826
0.270552, 0.451115, 0.566815, 0.584765
0.438257, 0.40716, 0.672823, 0.565814
0.410024, 0.436848, 0.526369, 0.511892
0.838493, 1.04964, 0.730227, 0.577027
0.587802, 0.77164, 0.819828, 0.574834
0.342775, 0.797196, 0.639932, 0.531242
0.7734, 0.826069, 0.673415, 0.559255
0.560342, 1.10478, 0.692919, 0.591258
