N_terms = 1, N_terms = 2, N_terms = 10, N_terms = 100
0.170789, 2.02295, 0.829594, 1.21041
6.79394, 4.60349, 1.7827, 1.3109
0.678469, 1.52952, 0.931871, 0.975035
0.424207, 1.09626, 0.745896, 1.02052
0.745275, 0.604789, 0.796186, 1.1052
1.14133, 2.11126, 1.41416, 1.10574
0.44345, 0.87066, 1.10501, 0.956288
0.016428, 0.850908, 1.18053, 1.13774
0.533028, 0.818735, 0.960681, 1.0665
1.80327, 1.41578, 1.53773, 1.32124
0.0356741, 0.224206, 0.964164, 1.19173
0.0673736, 1.69721, 0.765713, 0.899008
0.877784, 0.502356, 1.27175, 0.944698
1.67077, 1.20223, 0.935665, 1.17058
1.9552, 1.78619, 1.32324, 1.10298
2.02666, 1.24202, 0.97571, 1.0927
1.10167, 1.20453, 1.20377, 1.11852
0.635596, 1.79752, 1.03065, 1.15162
0.703168, 1.33382, 1.68877, 1.1112
2.41187, 1.5932, 0.990094, 1.18012
0.642492, 0.55946, 0.876988, 1.43814
0.470482, 1.66436, 1.17145, 1.06309
0.0352846, 0.660053, 0.599574, 1.22353
1.81925, 1.2824, 0.851591, 0.940697
0.813829, 1.96408, 1.4429, 1.27845
0.290903, 1.11755, 0.866832, 1.01492
2.57571, 1.89635, 1.28078, 1.01235
2.92237, 2.93691, 1.5864, 1.11759
1.12537, 1.21468, 1.49943, 1.16028
3.24758, 2.29151, 2.01584, 1.21131
1.77699, 1.40511, 1.1546, 1.22543
1.34513, 2.66927, 1.19898, 1.00803
0.23536, 2.27252, 1.59173, 1.16994
1.27947, 1.18424, 1.25576, 1.10592
1.12747, 1.00799, 1.1109, 1.25533
0.195857, 0.542417, 1.27475, 1.30304
0.316865, 0.953718, 1.16598, 1.02474
0.513737, 1.15711, 0.962978, 1.03146
0.0937407, 0.676259, 0.91232, 1.18398
0.532247, 0.695155, 0.642541, 1.0553
0.238036, 1.17828, 1.10668, 1.10705
0.0349645, 0.193853, 1.00454, 1.14825
0.282452, 0.862324, 1.02678, 0.840256
0.376856, 0.718913, 1.49238, 1.13118
0.436851, 1.67926, 0.8636, 0.942405
0.361114, 0.77302, 1.45781, 1.20229
1.17194, 1.44577, 1.31588, 0.918801
2.79614, 1.50311, 1.27566, 1.23744
0.684973, 2.57916, 1.2898, 1.14176
0.0012167, 0.698341, 1.59735, 1.29365
1.31629, 2.09658, 1.71035, 0.987591
1.22608, 1.98624, 1.01713, 1.05312
0.453839, 0.949943, 0.989288, 0.990237
0.193161, 1.6017, 1.40865, 1.10557
0.576313, 0.46385, 1.06167, 1.23235
1.42331, 1.28125, 0.74665, 0.962199
0.9625, 2.08997, 0.950591, 0.962702
0.134636, 0.475765, 0.908835, 0.996957
2.10811, 1.77672, 1.58591, 1.19719
0.807838, 0.596509, 1.02019, 1.2753
3.19022, 2.45717, 2.11786, 1.39698
0.179486, 4.41245, 1.53292, 1.06302
0.0963033, 1.38707, 0.857926, 1.18331
1.51902, 1.41215, 1.12908, 1.10536
1.34461, 1.3783, 1.14892, 1.29497
0.23771, 1.04469, 0.906317, 1.06932
2.35302, 1.41696, 0.940338, 1.03354
0.340413, 0.813165, 0.828196, 0.975746
0.355117, 1.14528, 0.770186, 1.0241
0.257341, 2.72683, 1.32991, 1.05111
0.195431, 0.585443, 1.40354, 1.15324
1.64592, 2.11909, 1.00156, 1.17343
2.67391, 2.47593, 1.64156, 1.23488
0.123509, 1.82852, 1.08073, 1.13133
2.04997, 1.69873, 0.757277, 1.00651
0.236936, 0.909525, 1.0172, 1.02105
0.631937, 1.43381, 1.23027, 1.10504
0.318521, 0.64006, 1.25609, 1.14122
0.541859, 1.41887, 0.648899, 1.11227
0.177568, 1.03405, 1.32668, 1.05552
0.172638, 1.45281, 1.22926, 1.15057
0.0567463, 0.785641, 1.07255, 1.13619
1.35158, 1.0576, 1.14612, 1.13931
2.35306, 3.10441, 1.52795, 1.06177
2.18034, 1.36795, 0.671093, 1.23326
0.284383, 1.43565, 1.04822, 1.17797
1.35457, 3.42234, 1.52055, 1.16328
0.32013, 1.14506, 0.890599, 1.12429
0.641209, 1.20163, 1.10796, 1.03693
0.64876, 1.21991, 1.17874, 1.21088
1.01649, 1.2786, 0.765137, 1.18675
1.27749, 1.85292, 1.68581, 1.30963
0.299912, 0.526607, 1.19323, 1.04165
