igen, l1_best, l1_mean
150, 9.29795, 9.31089
151, 9.29795, 9.32185
152, 9.29795, 9.31539
153, 9.29795, 9.3448
154, 9.29795, 9.29795
155, 9.29795, 9.29795
156, 9.29795, 9.29878
157, 9.29795, 9.29795
158, 9.29795, 9.29795
159, 9.29795, 9.29795
160, 9.29795, 9.32699
161, 9.29795, 9.32345
162, 9.29795, 9.3476
163, 9.29795, 9.31175
164, 9.29795, 9.3297
165, 9.29795, 9.32134
166, 9.29795, 9.33084
167, 9.29795, 9.34228
168, 9.29795, 9.31075
169, 9.29795, 9.29812
170, 9.29795, 9.29862
171, 9.29795, 9.30285
172, 9.29795, 9.30518
173, 9.29795, 9.29795
174, 9.29795, 9.29795
175, 9.29795, 9.30511
176, 9.29795, 9.34552
177, 9.29795, 9.34845
178, 9.29795, 9.33754
179, 9.29795, 9.33601
180, 9.29795, 9.30416
181, 9.29795, 9.31706
182, 9.29795, 9.29802
183, 9.29795, 9.30087
184, 9.29795, 9.29795
185, 9.29795, 9.31458
186, 9.29795, 9.29795
187, 9.29795, 9.29798
188, 9.29795, 9.29795
189, 9.29795, 9.30572
190, 9.29795, 9.31713
191, 9.29795, 9.3
192, 9.29795, 9.29795
193, 9.29795, 9.30015
194, 9.29795, 9.30137
195, 9.29795, 9.29795
196, 9.29795, 9.30379
197, 9.29795, 9.29795
198, 9.29795, 9.30231
199, 9.29795, 9.3177
200, 9.29795, 9.32163
201, 9.29795, 9.32959
202, 9.29795, 9.31819
203, 9.29795, 9.33054
204, 9.29795, 9.30813
205, 9.29795, 9.32661
206, 9.29795, 9.31972
207, 9.29795, 9.30415
208, 9.29795, 9.30846
209, 9.29795, 9.33408
210, 9.29795, 9.29795
211, 9.29795, 9.31414
212, 9.29795, 9.29956
213, 9.29795, 9.31581
214, 9.29795, 9.31751
215, 9.29795, 9.37567
216, 9.29795, 9.39293
217, 9.29795, 9.35378
218, 9.29795, 9.35239
219, 9.29795, 9.35051
220, 9.29795, 9.33646
221, 9.29795, 9.31907
222, 9.29795, 9.35422
223, 9.29795, 9.29808
224, 9.29795, 9.29921
225, 9.29795, 9.30597
226, 9.29795, 9.30299
227, 9.29795, 9.31291
228, 9.29795, 9.29795
229, 9.29795, 9.29795
230, 9.29795, 9.30183
231, 9.29795, 9.33207
232, 9.29795, 9.30208
233, 9.29795, 9.32086
234, 9.29795, 9.34061
235, 9.29795, 9.30956
236, 9.29795, 9.29795
237, 9.29795, 9.29795
238, 9.29795, 9.29795
239, 9.29795, 9.31369
240, 9.29795, 9.35576
241, 9.29795, 9.3275
242, 9.29795, 9.37124
243, 9.29795, 9.35599
244, 9.29795, 9.33051
245, 9.29795, 9.29795
246, 9.29795, 9.29795
247, 9.29795, 9.29795
248, 9.29795, 9.32692
249, 9.29795, 9.30002
250, 9.29795, 9.30657
